lakeid,sampledate,depth,ca,mg,na,k,cl,so4,cond,ph,alk,dic,temp,bicarbonate,carbonate,alkalinity_calculated,Lake,Lat,Long
AL,1997-11-07,7,12.11,3.26,1.67,0.68,0.32,3.74,93,7.61,832,10.87,5.1,51.0607470344154,0.05733428755444026,838.7894142344446,Allequash Lake,46.038317,89.620617
AL,1998-02-24,0,12.26,3.35,1.76,0.69,0.36,4.84,104,7.48,837,11.63,1.2,52.69138021823875,0.03859834016536817,864.8432564779401,Allequash Lake,46.038317,89.620617
AL,1998-02-24,4,13.46,3.59,1.76,0.87,0.39,3.89,110,6.88,959,14.52,3.7,50.93635337034808,0.010183881463642361,835.0081985981458,Allequash Lake,46.038317,89.620617
AL,1998-02-24,7,15.735,3.9850000000000003,1.8450000000000002,1.0350000000000001,0.405,2.995,127,7.04,1103,17.479999999999997,4.8,68.23909199124618,0.02042862489872559,1118.9697380469916,Allequash Lake,46.038317,89.620617
AL,1998-04-22,0,11.69,3.33,1.54,0.75,0.39,3.7,95,8.31,839,10.79,12,53.70854707444344,0.3703596841305457,893.2738108059161,Allequash Lake,46.038317,89.620617
AL,1998-04-22,4,11.815000000000001,3.35,1.545,0.76,0.38,3.795,95,8.075,838,10.879999999999999,8.9,53.72545289368003,0.19753236663169058,887.3889428142662,Allequash Lake,46.038317,89.620617
AL,1998-04-22,7,11.88,3.38,1.55,0.77,0.36,3.68,96,7.4,855,11.74,7.8,53.124587881629274,0.03996070325613636,872.003200673231,Allequash Lake,46.038317,89.620617
AL,1998-08-11,0,11.29,3.365,1.685,0.58,0.32,3.645,95,8.865,851.5,10.120000000000001,23.1,49.62299421012615,1.6090320454433737,873.2956158283205,Allequash Lake,46.038317,89.620617
AL,1998-08-11,2,11.41,3.36,1.68,0.57,0.32,3.64,NA,8.91,848,10.12,23.2,49.46237589608858,1.7827219940257066,877.2072458241552,Allequash Lake,46.038317,89.620617
AL,1998-08-11,4,11.48,3.38,1.69,0.6,0.31,3.59,97,8.59,850,10.88,21.8,54.03107872451173,0.9042143589201376,918.7120304445054,Allequash Lake,46.038317,89.620617
AL,1998-08-11,7,14.97,3.75,1.76,1.1,0.38,0.57,127,6.74,1224,21.9,13.5,74.5506713809936,0.014408188427214403,1222.119765852514,Allequash Lake,46.038317,89.620617
AL,1998-11-04,0,12.385,3.49,1.72,0.785,0.35,3.4299999999999997,103,7.75,942,12.24,7.1,58.82722795738424,0.09699858549109132,967.4523002063744,Allequash Lake,46.038317,89.620617
AL,1998-11-04,4,12.35,3.49,1.74,0.79,0.35,3.45,103,7.75,938,12.23,7.2,58.78635944743293,0.09722516542165835,966.7912338562015,Allequash Lake,46.038317,89.620617
AL,1998-11-04,7,12.54,3.49,1.73,0.82,0.36,3.42,103,7.75,943,12.08,7.1,58.058244585392295,0.0957306301251947,954.8072896230026,Allequash Lake,46.038317,89.620617
AL,1999-02-25,4,14.98,3.89,1.91,0.91,0.33,3.11,112,7.18,1017,13.37,2.8,55.20222420425474,0.021382631584288443,905.3702340233198,Allequash Lake,46.038317,89.620617
AL,1999-02-25,6,16.01,4.06,1.96,1.01,0.11,0.66,117,7.07,1098,14.74,3.8,58.10438918436996,0.018050981010724172,952.7999714386655,Allequash Lake,46.038317,89.620617
AL,1999-05-06,0,13.55,3.51,1.73,0.8,0.36,2.55,99,8.03,888,11.5,13.8,56.781712708836785,0.21568254064400133,938.2037699042739,Allequash Lake,46.038317,89.620617
AL,1999-05-06,2,13.59,3.55,1.73,0.8,0.4,3.05,NA,8.04,923,11.82,13.8,58.38903730184873,0.22695398745972745,964.9320388298936,Allequash Lake,46.038317,89.620617
AL,1999-05-06,4,13.62,3.46,1.72,0.81,0.42,3,100,7.97,891,11.64,11.9,57.23999157112138,0.1799235852682442,944.4069018684493,Allequash Lake,46.038317,89.620617
AL,1999-05-06,7,14.15,3.5300000000000002,1.7349999999999999,0.875,0.45999999999999996,2.51,105,6.895,903,13.17,6.5,47.6927643668344,0.010781852438751209,781.8782228681238,Allequash Lake,46.038317,89.620617
AL,1999-08-26,0,11.37,3.3,1.6,0.67,0.2,3.21,92,8.6,806,10.59,23.6,52.54974926470962,0.93554503976739,896.0260184284463,Allequash Lake,46.038317,89.620617
AL,1999-08-26,2,11.7,3.39,1.63,0.7,0.21,3.09,NA,8.72,841,10.46,22.2,51.71504159336606,1.1777566839952014,891.0767804932578,Allequash Lake,46.038317,89.620617
AL,1999-08-26,4,11.75,3.37,1.61,0.65,0.22,3.16,93,7.75,854,11.04,20,53.662845389187005,0.12465283791577882,883.9935455748735,Allequash Lake,46.038317,89.620617
AL,1999-08-26,7,16.735,3.84,1.755,1.1549999999999998,0.41000000000000003,0.46499999999999997,130,6.755,1257.5,20.07,13,68.87060387946245,0.013595481191368096,1129.0089055165752,Allequash Lake,46.038317,89.620617
AL,1999-11-05,0,12.524999999999999,3.535,1.6949999999999998,0.775,0.35,2.7649999999999997,98,7.845000000000001,893,11.375,5.3,55.11533558067099,0.1069876894822812,906.9618040914049,Allequash Lake,46.038317,89.620617
AL,1999-11-05,4,12.52,3.52,1.73,0.82,0.35,2.75,98,7.85,894,11.38,5.1,55.154585414210686,0.10762393832707384,907.6254695431683,Allequash Lake,46.038317,89.620617
AL,1999-11-05,7,12.57,3.52,1.7,0.78,0.34,2.74,97,7.85,907,11.38,5.1,55.154585414210686,0.10762393832707384,907.6254695431683,Allequash Lake,46.038317,89.620617
AL,2000-02-24,0,10.76,3.11,1.64,0.64,0.42,3.54,99,7.17,788,11.46,0.5,46.51579667809952,0.016293745285039983,762.833566317723,Allequash Lake,46.038317,89.620617
AL,2000-02-24,4,13.87,3.87,1.85,0.87,0.46,2.77,108,7.08,985,13.91,4,55.17748119395836,0.017654617492115082,904.8208826502998,Allequash Lake,46.038317,89.620617
AL,2000-02-24,7,14.71,4.05,1.8650000000000002,0.94,0.535,2.41,118.5,6.95,1028.5,15.594999999999999,4.7,57.7626032019264,0.014011139679902626,947.0333801160241,Allequash Lake,46.038317,89.620617
AL,2000-04-03,0,11.93,3.36,1.62,0.75,0.43,2.59,99,7.45,886,11.58,6,52.791902503369684,0.042180668777953984,866.6262048628081,Allequash Lake,46.038317,89.620617
AL,2000-04-03,4,12.379999999999999,3.315,1.62,0.75,0.39,2.58,98,7.445,881,11.55,5.7,52.55272788363374,0.04112373656659161,862.6685517497003,Allequash Lake,46.038317,89.620617
AL,2000-04-03,7,12.32,3.34,1.62,0.75,0.41,2.57,98,7.45,885,11.5,5.6,52.37344920845093,0.04132886855407231,859.7377487734794,Allequash Lake,46.038317,89.620617
AL,2000-08-23,4,11.39,3.07,1.56,0.72,0.34,1.73,92,8.14,839,10.95,20.8,54.37325699573295,0.31573816660329374,902.6374778952348,Allequash Lake,46.038317,89.620617
AL,2000-08-23,6,13.82,3.37,1.62,0.91,0.66,0.68,NA,6.93,1021,16.87,18.3,66.36959847613197,0.022422850993017867,1088.4018243538262,Allequash Lake,46.038317,89.620617
AL,2000-08-23,7,15.81,3.66,1.7,1.08,0.61,0.08,NA,6.77,1080,23.7,15.2,83.34191261495795,0.018041497107908578,1366.3365462840193,Allequash Lake,46.038317,89.620617
AL,2000-11-15,0,11.9,3.29,1.67,0.72,0.49,3.14,94,7.69,843,11.22,4.4,53.30110396417705,0.07037349039672092,875.954563189644,Allequash Lake,46.038317,89.620617
AL,2000-11-15,4,11.91,3.28,1.67,0.73,0.46,3.13,94,7.66,851,11.24,4.4,53.15841042936792,0.06550053896833932,873.446383566808,Allequash Lake,46.038317,89.620617
AL,2000-11-15,7,11.815,3.29,1.68,0.73,0.39,3.1,94,7.675,845,11.125,4.4,52.73401116086248,0.06726105800147154,866.5532014663623,Allequash Lake,46.038317,89.620617
AL,2001-03-02,0,12.86,3.46,1.86,0.7,0.36,4.4,101,7.13,889,11.66,0.3,46.370611652759294,0.014711736974243472,760.3930201335603,Allequash Lake,46.038317,89.620617
AL,2001-03-02,4,13.38,3.59,1.84,0.78,0.4,3.61,105,7.05,921,12.07,3.2,46.90606898224914,0.013647135811114078,769.1197065181102,Allequash Lake,46.038317,89.620617
AL,2001-03-02,6,15.085,3.95,1.86,0.925,0.5449999999999999,3.2199999999999998,118,7.015,1037.5,13.895,4.6,53.44347449251875,0.015008576194121003,876.2990934782065,Allequash Lake,46.038317,89.620617
AL,2001-05-01,0,11.98,3.24,1.62,0.74,0.34,3.23,93,7.93,839,10.8,13,53.00869512803488,0.15656973122190987,874.2825976086648,Allequash Lake,46.038317,89.620617
AL,2001-05-01,4,12.075,3.255,1.63,0.74,0.325,3.05,94,7.605,851.5,11.045,11,52.340850019600154,0.06924530262105692,860.2182463940949,Allequash Lake,46.038317,89.620617
AL,2001-05-01,7,12.44,3.32,1.65,0.76,0.32,2.95,97,7.05,876,12.22,7.4,48.65336440837927,0.016152409553303364,797.8478187527032,Allequash Lake,46.038317,89.620617
AL,2001-08-23,0,12.61,3.47,1.72,0.64,0.17,2.99,94,8.69,854,10,23.1,49.48235736297604,1.072339020151044,850.9780929134741,Allequash Lake,46.038317,89.620617
AL,2001-08-23,6,14.56,3.69,1.74,0.84,0.23,1.44,135,7,1028,14.81,18,60.22427971539536,0.023733899663831885,987.7557337545015,Allequash Lake,46.038317,89.620617
AL,2001-11-14,0,12.42,3.37,1.68,0.72,0.21,3.34,96,7.81,827,11.25,7.2,54.430252053823324,0.10335761286996387,895.6252837616553,Allequash Lake,46.038317,89.620617
AL,2001-11-14,4,12.28,3.33,1.69,0.79,0.22,3.25,96,7.77,831,11.28,6.1,54.272139623638544,0.09087980052177223,892.5907796061542,Allequash Lake,46.038317,89.620617
AL,2002-03-05,4,12.5,3.39,1.66,0.76,0.34,4.18,105,7.12,896,11.99,2.8,48.17182616332674,0.01625165847233309,789.96637297707,Allequash Lake,46.038317,89.620617
AL,2002-03-05,7,15.2,3.93,1.69,0.93,0.36,3.46,122,7.09,1106,14.85,4.4,59.33491049359048,0.019678100722818,973.0269679290355,Allequash Lake,46.038317,89.620617
AL,2002-04-23,0,11.8,3.17,1.49,0.72,0.32,3.61,92,7.17,819,11.3,6.1,47.197955539714705,0.019852427030488916,774.1445766587202,Allequash Lake,46.038317,89.620617
AL,2002-04-23,4,11.9,3.17,1.48,0.72,0.32,3.76,92,7.15,797,11.25,5.3,46.42515352849714,0.0181892461899586,761.4171688327795,Allequash Lake,46.038317,89.620617
AL,2002-04-23,7,12.05,3.1900000000000004,1.525,0.73,0.33,3.605,92,7.154999999999999,795,11.295,5.1,46.6663515658538,0.018379390468450225,765.3770801309679,Allequash Lake,46.038317,89.620617
AL,2002-08-14,0,11.7,3.15,1.45,0.57,0.23,3.51,89,8.39,803,10.08,22.7,50.18892064031763,0.5404550147550509,842.6270813747167,Allequash Lake,46.038317,89.620617
AL,2002-08-14,4,11.5,3.23,1.44,0.57,0.24,3.68,NA,8.42,803,10.35,22.7,51.525503648203454,0.5945302280775103,866.4834104434921,Allequash Lake,46.038317,89.620617
AL,2002-08-14,6,13.5,3.4800000000000004,1.51,0.775,0.35,2.665,101.5,6.92,950,13.405,15.5,51.859149017679414,0.01597933834271789,850.3633432265389,Allequash Lake,46.038317,89.620617
AL,2002-08-14,7,15.7,3.72,1.58,0.93,0.38,1.46,116,6.91,1071,17.15,12.9,65.16246586777703,0.018331219392887347,1068.456433223399,Allequash Lake,46.038317,89.620617
AL,2002-11-04,0,11.7,3.16,1.54,0.7,0.28,3.12,94,7.78,854,10.27,4,49.33582715710955,0.07911500411472037,811.2792439022921,Allequash Lake,46.038317,89.620617
AL,2002-11-04,4,11.9,3.2199999999999998,1.545,0.71,0.275,3.075,94,7.77,822,10.26,3.4,49.18716597356015,0.07559650381301697,808.7173728071248,Allequash Lake,46.038317,89.620617
AL,2002-11-04,7,11.9,3.2,1.54,0.71,0.31,2.97,94,7.76,806,10.23,3.3,48.97512610139492,0.07331758132234845,805.1629266565405,Allequash Lake,46.038317,89.620617
AL,2003-02-26,0,13.74,3.6,1.71,0.76,0.37,5.4,110,7.25,965,13.56,0.3,56.90285902173889,0.02379880852069883,933.33024216040906,Allequash Lake,46.038317,89.620617
AL,2003-02-26,4,14.02,3.61,1.58,0.87,0.32,3.59,108,6.97,966,14.22,4.2,53.13553018497821,0.013282356247861454,871.1817237405862,Allequash Lake,46.038317,89.620617
AL,2003-02-26,7,16.04,4.015,1.72,1.04,0.46499999999999997,2.9,123.5,6.9,1173,17.76,5,63.82434155719056,0.013929723963264995,1046.3605492036427,Allequash Lake,46.038317,89.620617
AL,2003-04-30,0,11.75,3.045,1.335,0.73,0.32,3.205,93.5,7.525,843.5,11.344999999999999,9.5,52.92785045940072,0.0558100518718044,869.3506068690552,Allequash Lake,46.038317,89.620617
AL,2003-04-30,6.5,11.82,3.09,1.3,0.75,0.31,3.24,95,7.18,854,12.08,7.6,50.97977271525154,0.02296857944133384,836.23491956575,Allequash Lake,46.038317,89.620617
AL,2003-08-18,0,11.83,3.21,1.48,0.67,0.28,3.58,94,8.72,861,10.43,24.9,51.50655082591933,1.241907828661626,890.794410365294,Allequash Lake,46.038317,89.620617
AL,2003-08-18,2,11.9,3.2,1.46,0.67,0.29,3.82,NA,8.71,852,10.51,24.9,51.92474766689056,1.2234924436838224,896.9143576199023,Allequash Lake,46.038317,89.620617
AL,2003-08-18,4,11.71,3.19,1.4849999999999999,0.675,0.33,3.59,94.5,8.215,851,10.870000000000001,23.2,54.0678712959511,0.39332171148420625,900.6583453079951,Allequash Lake,46.038317,89.620617
AL,2003-08-18,7,15.97,3.52,1.56,1.13,0.46,0.88,119,6.92,1177,17.83,13.5,68.33931734589106,0.019990720943807497,1120.5818664000606,Allequash Lake,46.038317,89.620617
AL,2003-11-19,0,12.69,3.37,1.71,0.78,0.3,3.33,98,7.75,909,11.83,3.3,56.56269209099894,0.08274897789271113,929.8262542066885,Allequash Lake,46.038317,89.620617
AL,2003-11-19,4,12.545,3.34,1.67,0.795,0.33499999999999996,3.325,99,7.734999999999999,898,11.965,2.9,57.05938901980174,0.07959078800648696,937.8544238705819,Allequash Lake,46.038317,89.620617
AL,2003-11-19,7,12.58,3.35,1.68,0.79,0.32,3.31,99,7.74,898,11.74,2.9,56.02401934161999,0.07905147010208398,920.8690991458078,Allequash Lake,46.038317,89.620617
AL,2004-02-19,0,14.5,3.82,1.97,0.76,0.22,4.46,103,7.17,912,12.77,0.3,51.77210847132465,0.018010135473443947,849.0353201052351,Allequash Lake,46.038317,89.620617
AL,2004-02-19,4,15.7,4.05,1.96,0.93,0.23,3.3,111,7.06,987,14.27,2.8,55.61262594848994,0.016340975503392183,911.9016908982409,Allequash Lake,46.038317,89.620617
AL,2004-02-19,7,17.25,4.36,2.045,1.07,0.28500000000000003,2.45,125.5,6.95,1189,17.5,4,64.4941826938154,0.015297377517707912,1057.3980541727085,Allequash Lake,46.038317,89.620617
AL,2004-04-27,0,12,3.1,1.48,0.7,0.25,2.96,91,7.39,836,11.29,6.5,50.78077032520758,0.035887249387079115,833.4460256990889,Allequash Lake,46.038317,89.620617
AL,2004-04-27,4,11.9,3.07,1.46,0.7,0.22,2.94,91,7.44,810,11.03,6.3,50.204938788939174,0.03956556907543276,824.1411431335616,Allequash Lake,46.038317,89.620617
AL,2004-04-27,7,11.850000000000001,3.0599999999999996,1.4649999999999999,0.7,0.20500000000000002,2.9400000000000004,91,7.44,809,10.95,6.1,49.81524448285392,0.03901689345252051,817.7351555966675,Allequash Lake,46.038317,89.620617
AL,2004-08-16,4,13.1,3.37,1.8,0.64,0.23,3.47,NA,8.07,856,11.03,18.4,54.628670423923985,0.2553753430007187,904.509496398603,Allequash Lake,46.038317,89.620617
AL,2004-08-16,6,13.3,3.37,1.8,0.67,0.25,3.22,96,7.35,890,11.88,17.5,54.22606606769051,0.04726629838164488,890.3583105308833,Allequash Lake,46.038317,89.620617
AL,2004-08-16,7,14.6,3.49,1.82,0.82,0.28,1.64,102,7.09,874,14.06,15.1,58.85846371535456,0.02655248025982525,965.4822665680346,Allequash Lake,46.038317,89.620617
AL,2005-02-23,0,12.9,3.39,1.67,0.73,0.31,4.65,103,7.26,894,14.11,0.4,59.474975342777284,0.025542092997639362,975.5443485209834,Allequash Lake,46.038317,89.620617
AL,2005-02-23,4,14.2,3.6,1.65,0.81,0.27,3.7,110,6.98,1049,13.13,4.2,49.35932000529217,0.012625810712682366,809.2749191397296,Allequash Lake,46.038317,89.620617
AL,2005-02-23,7,16.05,3.99,1.755,0.955,0.325,3.005,129,6.915,1244.5,15.55,5.1,56.483898133524946,0.012801236377947566,926.0264600111269,Allequash Lake,46.038317,89.620617
AL,2005-04-19,0,12.8,3.24,1.5,0.7,0.28,3.59,95,7.64,858,11.23,12.7,53.59685040854976,0.0805363561460978,881.214129852936,Allequash Lake,46.038317,89.620617
AL,2005-04-19,4,13.05,3.245,1.5150000000000001,0.705,0.28,3.59,96,7.21,859.5,11.975,7.5,51.09215170782279,0.024591546809691636,838.1373885366659,Allequash Lake,46.038317,89.620617
AL,2005-04-19,7,13.3,3.36,1.53,0.74,0.32,3.43,100,6.97,894,13.53,5.7,51.070649069670324,0.013386550533904727,837.3466032771607,Allequash Lake,46.038317,89.620617
AL,2005-08-08,0,13.3,3.45,1.71,0.6,0.2,3.48,97,8.82,872,10.88,24.9,53.44477122476631,1.622303552280928,936.603147645329,Allequash Lake,46.038317,89.620617
AL,2005-08-08,2,13.2,3.45,1.73,0.6,0.18,3.57,NA,8.83,874,10.93,24.9,53.657100513738015,1.6666871905269176,941.7168593104664,Allequash Lake,46.038317,89.620617
AL,2005-08-08,4,13.149999999999999,3.395,1.68,0.62,0.19,3.5,97.5,8.684999999999999,862.5,11.280000000000001,24,55.80724594299587,1.2185251719610206,959.7649565134362,Allequash Lake,46.038317,89.620617
AL,2005-11-08,0,13.530000000000001,3.67,1.75,0.75,0.225,3.26,97,7.68,909.5,11.934999999999999,8.4,56.95671782279539,0.08310433795983521,936.3253374781149,Allequash Lake,46.038317,89.620617
AL,2005-11-08,4,13.61,3.66,1.74,0.77,0.23,3.42,97,7.66,907,11.75,7.9,55.88117499415868,0.07671844720356817,918.4739895180926,Allequash Lake,46.038317,89.620617
AL,2005-11-08,7,12.57,3.66,1.74,0.77,0.21,3.39,97,7.64,911,11.88,7.8,56.3279802916648,0.07363117449660397,925.6867380355334,Allequash Lake,46.038317,89.620617
AL,2006-02-27,0,12.6,3.32,1.66,0.63,0.27,4.58,97,7.29,882,11.5,0.3,49.00554607253895,0.022473274687280675,803.8651717090977,Allequash Lake,46.038317,89.620617
AL,2006-02-27,4,14.3,3.6399999999999997,1.705,0.755,0.32,3.8099999999999996,106,7.08,970.5,13.545,3,53.41070254542079,0.016542164283550813,875.8264924593918,Allequash Lake,46.038317,89.620617
AL,2006-02-27,7,16.5,4.08,1.71,0.85,0.33,2.75,125,6.99,1144,17.26,4.8,65.5318316000924,0.017484700653902677,1074.489443635217,Allequash Lake,46.038317,89.620617
AL,2006-04-20,0,11.995000000000001,3.175,1.44,0.5700000000000001,0.29000000000000004,3.525,96,7.42,888,11.96,9,54.54037000200683,0.044508645510278375,895.3697188769377,Allequash Lake,46.038317,89.620617
AL,2006-04-20,4,11.9,3.17,1.43,0.58,0.28,3.54,97,7.22,887,12.41,7.6,53.1608089252315,0.026262001494072925,872.0986149805495,Allequash Lake,46.038317,89.620617
AL,2006-04-20,7,12.14,3.23,1.44,0.58,0.31,3.46,99,7.05,923,13.46,6.4,53.305510910331556,0.0171664056203355,874.1226492760021,Allequash Lake,46.038317,89.620617
AL,2006-08-09,0,12.65,3.34,1.46,0.52,0.25,3.44,97,8.68,871,9.86,23.6,48.79887210004148,1.0444889179856018,838.9167046474618,Allequash Lake,46.038317,89.620617
AL,2006-08-09,4,12.46,3.32,1.44,0.52,0.25,3.37,NA,8.64,861,11.02,23.7,54.61542892739866,1.0683786310316272,934.6874449188235,Allequash Lake,46.038317,89.620617
AL,2006-08-09,6,16.165,4.005,1.45,0.66,0.305,2.84,103,7.205,950.5,12.524999999999999,19.5,55.22989618286472,0.03615614361949229,906.4023662566035,Allequash Lake,46.038317,89.620617
AL,2006-08-09,7,16.69,3.67,1.51,0.8,0.36,1.56,121,7.13,1172,15.35,14.6,65.16400792334149,0.03182019709374016,1069.0084516710688,Allequash Lake,46.038317,89.620617
AL,2006-10-31,0,12.149999999999999,3.3499999999999996,1.64,0.645,0.25,3.3049999999999997,102,7.83,933,10.879999999999999,5,52.62029350097894,0.09774834959027186,865.7543937273358,Allequash Lake,46.038317,89.620617
AL,2006-10-31,4,12.2,3.37,1.6,0.64,0.26,3.32,102,7.81,911,11.11,4.8,53.607259295182075,0.09449949747464378,881.8127758974252,Allequash Lake,46.038317,89.620617
AL,2006-10-31,7,12.2,3.36,1.64,0.65,0.25,3.31,102,7.82,912,11.53,4.8,55.69317647178596,0.10046340266605994,916.2004125183115,Allequash Lake,46.038317,89.620617
AL,2007-02-23,0,13.3,3.5,1.72,0.7,0.29,4.5,105,7.25,937,12.2,0.7,51.29898474896869,0.02175290337600998,841.4218528267372,Allequash Lake,46.038317,89.620617
AL,2007-02-23,4,14.2,2.66,1.82,0.67,0.29,3.48,116,7.11,1053,14.58,3.7,58.594443195013795,0.01989490719130837,960.9020110080572,Allequash Lake,46.038317,89.620617
AL,2007-02-23,7,15.3,3.685,1.955,0.885,0.315,3,134.5,7.01,1288.5,17.82,4.7,68.39161487631156,0.019047130779003753,1121.415340396765,Allequash Lake,46.038317,89.620617
AL,2007-04-23,0,13.6,3.45,1.66,0.75,0.32,3.18,100,8.16,914,10.21,11.2,50.63254815809779,0.2417717964859877,838.331307868938,Allequash Lake,46.038317,89.620617
AL,2007-04-23,4,13.350000000000001,3.435,1.65,0.74,0.32,3.175,100,8.125,920.5,10.295,10.9,50.98579170465237,0.22273156385822737,843.4375618696432,Allequash Lake,46.038317,89.620617
AL,2007-04-23,7,13.5,3.45,1.65,0.75,0.31,3.17,100,7.48,921,11.12,6.4,51.087578403386026,0.04428152582701373,838.7731116249405,Allequash Lake,46.038317,89.620617
AL,2007-08-15,0,14.4,3.78,1.77,0.66,0.23,3.42,104,8.62,998,10.19,23.5,50.537121869721695,0.9401270397525002,863.3354522503749,Allequash Lake,46.038317,89.620617
AL,2007-08-15,4,14.3,3.77,1.76,0.67,0.26,3.38,NA,8.57,940,10.41,23.5,51.698204185198655,0.8571394747344193,879.189252246392,Allequash Lake,46.038317,89.620617
AL,2007-11-08,0,14.7,3.71,1.77,0.71,0.27,4.58,104,7.54,885,10.91,5.7,50.66420434110694,0.04933993022355289,832.0121996408725,Allequash Lake,46.038317,89.620617
AL,2007-11-08,4,14.3,3.72,1.79,0.71,0.26,4.53,104,7.53,912,10.82,5.7,50.14794709098974,0.047725497396917206,823.4952968887648,Allequash Lake,46.038317,89.620617
AL,2007-11-08,6.5,14.350000000000001,3.71,1.8050000000000002,0.715,0.265,4.56,104,7.59,877.5,11.07,5.3,51.84138307574393,0.055941992676785866,851.5335262340891,Allequash Lake,46.038317,89.620617
AL,2008-03-03,0,13.6,3.42,1.76,0.68,0.41,4.36,105,7.31,924,11.69,0.4,50.2001903533795,0.024189538073317415,823.5048466202702,Allequash Lake,46.038317,89.620617
AL,2008-03-03,4,15.625,3.78,1.81,0.81,0.32,4.51,118,7,1022,14.504999999999999,4.1,55.13648643474411,0.014720878313677506,904.0311733359691,Allequash Lake,46.038317,89.620617
AL,2008-03-03,6,16.5,3.91,1.84,0.86,0.33,4.23,123,6.97,1095,15.64,4.7,58.64347085765013,0.014895201121986027,961.5050580349236,Allequash Lake,46.038317,89.620617
AL,2008-05-08,0,13.8,3.47,1.54,0.67,0.31,4.31,101,7.72,872,10.42,10.6,50.10802723417754,0.08542281017710546,824.2030617067223,Allequash Lake,46.038317,89.620617
AL,2008-05-08,4,13.8,3.43,1.55,0.665,0.33499999999999996,4.4,101,7.695,873,10.705,9,51.226688678391845,0.0787449264853227,842.2834558977239,Allequash Lake,46.038317,89.620617
AL,2008-05-08,6,13.7,3.46,1.53,0.67,0.3,4.4,101,7.52,1061,10.79,8.6,50.20791047826706,0.050981246183903754,824.6043397527152,Allequash Lake,46.038317,89.620617
AL,2008-08-25,0,13.8,3.5949999999999998,1.7,0.7050000000000001,0.025,3.67,102,8.34,926.5,10.4,21.5,51.78771293537223,0.484141759062612,866.5587609911242,Allequash Lake,46.038317,89.620617
AL,2008-08-25,4,13.6,3.56,1.67,0.68,0.02,3.57,NA,8.35,923,10.44,21.4,51.9884042369083,0.4962346819515178,870.276662386602,Allequash Lake,46.038317,89.620617
